task_id,anchor_score,anchor_cost,anchor_memory,anchor_params,anchor_nodes,anchor_file_size,local_pass,local_total,source_label,source_risk,source_matches,known_match_summary,best_seen_score,best_seen_cost,best_seen_attempt,attempt_count,family_primary,family_tags,family_features,shape_profile,public_tail_tags,pseudo_hidden_status,pseudo_hidden_summary,known_prototypes,known_builders,known_reports,next_allowed_action,priority_score
task297,15.876089,9172,9076,96,24,2373,3,3,nadeem_6252,public-anchor-candidate,afr1ste_5689;candidate_v2;nadeem_6252,"nadeem_6252,afr1ste_5689",15.876089,9172,afr1ste_5689_score_n3,76,color_remap,color_remap,"train=3;test=1;shape_preserving,color_subset,color_remap",in 6-10x2-4 -> out 6-10x2-4; pal 7->6,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,0
task298,15.390078,14912,14378,534,35,4436,3,3,candidate_v4,lb-verified-v4-anchor,candidate_v2;candidate_v4;current_best_6122,"current_best_6122,candidate_v4",15.390078,14912,candidate_bio_t200_t084_score_n3,76,symmetry/flip/rotate,symmetry/flip/rotate,"train=3;test=2;shape_preserving,color_subset,color_superset,color_same,symmetry_candidate",in 6-8x6-8 -> out 6-8x6-8; pal 7->7,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,1
task299,17.510029,1790,1728,62,21,1405,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6080;biohack44_6113;candidate_v2;candidate_v4;current_best_6122;massimiliano_eda111;nadeem_6252,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,massimiliano_eda111,afr1ste_5689,biohack44_6080",17.510029,1790,afr1ste_5689_score_n3,76,other,other,"train=2;test=1;shape_preserving,color_superset",in 6-6x6-6 -> out 6-6x6-6; pal 3->4,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Defer; revisit through family-level compiler rewrites or new public evidence.,0
task300,13.741373,77546,77438,108,43,4454,3,3,nadeem_6252,public-anchor-candidate,candidate_v2;nadeem_6252,nadeem_6252,13.741373,77546,candidate_nadeem6252_plus_ours_38_score_n3,76,crop,crop,"train=4;test=1;crop,out_smaller,color_subset",in 5-7x9-13 -> out 3-4x2-3; pal 8->4,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,7
task301,14.004690,59594,57740,1854,48,19355,3,3,v4_plus10_compiler2_unique,lb-verified-current-anchor,,"nadeem_6252,octaviograu_6154,biohack44_super",14.004690,59594,candidate_v4_plus10_compiler2_score_n3,76,symmetry/flip/rotate,symmetry/flip/rotate,"train=3;test=1;shape_preserving,color_subset,color_superset,color_same,symmetry_candidate",in 3-10x3-7 -> out 3-10x3-7; pal 8->8,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,6
task302,16.038634,7796,7776,20,43,4372,3,3,candidate_v4,lb-verified-v4-anchor,biohack44_super;candidate_v2;candidate_v4;nadeem_6252;octaviograu_6154,"nadeem_6252,candidate_v4,octaviograu_6154,biohack44_super",16.038634,7796,biohack44_super_score_n3,76,other,other,"train=3;test=1;shape_preserving,color_superset",in 12-12x12-12 -> out 12-12x12-12; pal 2->5,matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,10
task303,13.701382,80710,80400,310,8,2084,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6067;biohack44_6113;biohack44_super;candidate_v2;candidate_v4;current_best_6122;haoranran_6100;massimiliano_eda111;nadeem_6252;octavi_6042;octaviograu_6154,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super",14.023047,58510,biohack44_6080_score_n3,76,other,other,"train=3;test=1;shape_preserving,color_superset",in 12-17x14-19 -> out 12-17x14-19; pal 4->5,matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,17
task304,15.418510,14494,14476,18,17,1814,3,3,nadeem_6252,public-anchor-candidate,candidate_v2;nadeem_6252,nadeem_6252,15.418510,14494,candidate_nadeem6252_plus_ours_38_score_n3,76,tiling,tiling,"train=3;test=1;tile,out_larger,color_superset",in 3-3x3-3 -> out 9-9x9-9; pal 6->7,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,1
task305,16.718023,3952,3668,284,6,1865,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6067;biohack44_6080;biohack44_6113;biohack44_super;candidate_v2;candidate_v4;current_best_6122;haoranran_6100;massimiliano_eda111;nadeem_6252;octavi_6042;octaviograu_6154,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080",16.718023,3952,afr1ste_5689_score_n3,76,color_remap,color_remap,"train=3;test=1;shape_preserving,color_subset,color_remap",in 16-16x16-16 -> out 16-16x16-16; pal 8->7,matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,10
task306,13.926448,64444,64374,70,33,4155,3,3,candidate_v4,lb-verified-v4-anchor,biohack44_super;candidate_v2;candidate_v4;nadeem_6252;octaviograu_6154,"nadeem_6252,candidate_v4,octaviograu_6154,biohack44_super",13.926448,64444,biohack44_super_score_n3,76,symmetry/flip/rotate,symmetry/flip/rotate,"train=2;test=1;shape_preserving,color_subset,color_superset,color_same,symmetry_candidate",in 19-19x9-19 -> out 19-19x9-19; pal 8->8,matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,16
task307,17.504458,1800,0,1800,1,7454,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6067;biohack44_6080;biohack44_6113;biohack44_super;candidate_v2;candidate_v4;current_best_6122;haoranran_6100;konbu17_v36;massimiliano_eda111;nadeem_6252;octavi_6042;octaviograu_6154,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,konbu17_v36,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080",17.504458,1800,afr1ste_5689_score_n3,76,tiling,tiling,"train=3;test=1;tile,out_larger,color_subset,color_superset,color_same",in 2-4x2-4 -> out 4-8x4-8; pal 5->5,matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,10
task308,15.104595,19839,19738,101,58,5898,3,3,v4_plus10_compiler2_unique,lb-verified-current-anchor,,"nadeem_6252,candidate_v4",15.104595,19839,candidate_v4_plus10_compiler2_score_n3,76,reduce,reduce,"train=3;test=1;out_smaller,color_subset,color_superset,color_same,reduce",in 10-12x8-14 -> out 3-5x3-5; pal 6->6,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,2
task309,22.697415,10,0,10,1,217,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6067;biohack44_6080;biohack44_6113;biohack44_super;candidate_v2;candidate_v4;current_best_6122;haoranran_6100;konbu17_v36;massimiliano_eda111;nadeem_6252;octavi_6042;octaviograu_6154,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,konbu17_v36,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080",22.697415,10,afr1ste_5689_score_n3,76,covered_or_unclassified,covered_or_unclassified,covered_by_existing_dsl_or_missing_feature_report,in 3-3x4-6 -> out 3-3x4-6; pal 3->3,matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,10
task310,14.844237,25739,25573,166,42,3379,3,3,candidate_v4,lb-verified-v4-anchor,candidate_v2;candidate_v4;nadeem_6252,"nadeem_6252,candidate_v4",14.844237,25739,candidate_nadeem6252_plus_ours_38_score_n3,76,crop,crop,"train=3;test=1;crop,out_smaller,color_subset",in 24-28x24-28 -> out 7-7x7-7; pal 8->7,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,3
task311,21.598803,30,0,30,1,479,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6067;biohack44_6080;biohack44_6113;biohack44_super;candidate_v2;candidate_v4;current_best_6122;haoranran_6100;konbu17_v36;massimiliano_eda111;nadeem_6252;octavi_6042;octaviograu_6154,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,konbu17_v36,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080",21.598803,30,afr1ste_5689_score_n3,76,tiling,tiling,"train=3;test=1;tile,out_larger,color_subset,color_superset,color_same",in 3-3x3-3 -> out 3-3x6-6; pal 2->2,matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,10
task312,15.791762,9979,9960,19,8,1202,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6067;biohack44_6080;biohack44_6113;biohack44_super;candidate_v2;candidate_v4;current_best_6122;haoranran_6100;massimiliano_eda111;nadeem_6252;octavi_6042;octaviograu_6154,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080",15.791762,9979,afr1ste_5689_score_n3,76,color_remap,color_remap,"train=2;test=1;shape_preserving,color_subset,color_remap",in 12-12x12-12 -> out 12-12x12-12; pal 6->5,matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,10
task313,13.760196,76100,71553,4547,34,21754,3,3,candidate_v4,lb-verified-v4-anchor,candidate_v2;candidate_v4;current_best_6122,"current_best_6122,candidate_v4",13.760196,76100,candidate_bio_t200_t084_score_n3,76,color_remap,color_remap,"train=3;test=1;shape_preserving,color_subset,color_remap",in 6-11x6-11 -> out 6-11x6-11; pal 6->5,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,7
task314,15.941180,8594,8416,178,282,24532,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6080;biohack44_6113;candidate_v2;candidate_v4;current_best_6122;massimiliano_eda111;nadeem_6252,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,massimiliano_eda111,afr1ste_5689,biohack44_6080",15.941180,8594,afr1ste_5689_score_n3,76,symmetry/flip/rotate,symmetry/flip/rotate,"train=3;test=1;shape_preserving,color_subset,color_superset,color_same,symmetry_candidate",in 8-8x8-8 -> out 8-8x8-8; pal 6->6,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,0
task315,15.834971,9557,9540,17,15,1167,3,3,candidate_v4,lb-verified-v4-anchor,candidate_v2;candidate_v4;nadeem_6252,"nadeem_6252,candidate_v4",15.834971,9557,candidate_nadeem6252_plus_ours_38_score_n3,76,tiling,tiling,"train=3;test=1;tile,out_larger,color_subset,color_superset,color_same",in 3-3x3-3 -> out 9-9x9-9; pal 3->3,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,0
task316,16.827271,3543,3388,155,45,5546,3,3,v4_plus10_compiler2_unique,lb-verified-current-anchor,,"nadeem_6252,candidate_v4",16.827271,3543,candidate_v4_plus10_compiler2_score_n3,76,reduce,reduce,"train=3;test=1;out_smaller,color_subset,reduce",in 10-10x10-10 -> out 3-3x3-3; pal 10->10,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,0
task317,18.197605,900,0,900,1,3798,0,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6067;biohack44_6080;biohack44_6113;biohack44_super;candidate_v2;candidate_v4;current_best_6122;haoranran_6100;massimiliano_eda111;nadeem_6252;octavi_6042;octaviograu_6154,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080",18.197605,900,afr1ste_5689_score_n3,76,color_fill,color_fill,"train=2;test=1;shape_preserving,color_fill",in 9-9x9-9 -> out 9-9x9-9; pal 2->2,local_visible_not_full_pass;matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,10
task318,18.397412,737,736,1,13,704,3,3,v4_plus10_compiler2_unique,lb-verified-current-anchor,,nadeem_6252,18.397412,737,candidate_nadeem6252_plus_ours_v3_score_n3,76,reduce,reduce,"train=4;test=1;out_smaller,reduce",in 9-9x4-4 -> out 4-4x4-4; pal 4->2,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,0
task319,14.580461,33508,33406,102,66,5710,3,3,candidate_v4,lb-verified-v4-anchor,candidate_v2;candidate_v4;nadeem_6252,"nadeem_6252,candidate_v4",15.138168,19184,afr1ste_6284_score_n1,76,crop,crop,"train=4;test=1;crop,out_smaller,color_subset",in 15-19x17-18 -> out 3-5x3-5; pal 6->5,public_overfit_risk,hidden_safety_failed,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0; hidden-safety audit failed; current ONNX milestones are engineering artifacts only,prototype_task319.py,build_task319_base_selector_decision.py;build_task319_base_selector_render.py;build_task319_base_selector_solver.py;build_task319_candidate_features.py;build_task319_compress_features.py;build_task319_features.py;build_task319_match_features.py;build_task319_packed_compressed.py,task319_onnx_feasibility.md,FROZEN: no submission path; revisit only with a new hidden-safety theory.,39
task320,16.445511,5190,5049,141,19,2183,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6067;biohack44_6080;biohack44_6113;biohack44_super;candidate_v2;candidate_v4;current_best_6122;haoranran_6100;massimiliano_eda111;nadeem_6252;octavi_6042;octaviograu_6154,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080",16.445511,5190,afr1ste_5689_score_n3,76,other,other,"train=3;test=1;shape_preserving,color_superset",in 7-9x9-9 -> out 7-9x9-9; pal 2->3,matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,10
task321,16.385499,5511,5376,135,22,1733,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6080;biohack44_6113;candidate_v2;candidate_v4;current_best_6122;massimiliano_eda111;nadeem_6252,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,massimiliano_eda111,afr1ste_5689,biohack44_6080",16.385499,5511,afr1ste_5689_score_n3,76,reduce,reduce,"train=5;test=1;out_smaller,color_subset,reduce",in 4-4x14-14 -> out 4-4x4-4; pal 5->4,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,0
task322,18.237270,865,864,1,7,515,3,3,candidate_v4,lb-verified-v4-anchor,candidate_v4,nadeem_6252,18.237270,865,candidate_nadeem6252_plus_ours_v3_score_n3,76,symmetry/flip/rotate,symmetry/flip/rotate,"train=3;test=1;shape_preserving,color_subset,color_superset,color_same,symmetry_candidate",in 3-3x3-3 -> out 3-3x3-3; pal 7->7,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,0
task323,16.580861,4533,3887,646,10,2497,3,3,candidate_v4,lb-verified-v4-anchor,biohack44_super;candidate_v2;candidate_v4;nadeem_6252;octaviograu_6154,"nadeem_6252,candidate_v4,octaviograu_6154,biohack44_super",16.580861,4533,biohack44_super_score_n3,76,other,other,"train=2;test=1;shape_preserving,color_superset",in 13-13x13-13 -> out 13-13x13-13; pal 2->3,matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,10
task324,14.203081,48870,47198,1672,52,6861,3,3,candidate_v4,lb-verified-v4-anchor,candidate_v2;candidate_v4;nadeem_6252,"nadeem_6252,candidate_v4",14.203081,48870,candidate_nadeem6252_plus_ours_38_score_n3,76,symmetry/flip/rotate,symmetry/flip/rotate,"train=3;test=1;shape_preserving,color_subset,color_superset,color_same,symmetry_candidate",in 12-19x12-15 -> out 12-19x12-15; pal 6->6,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,5
task325,14.330533,43022,41120,1902,39,5072,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6067;biohack44_6080;biohack44_6113;biohack44_super;candidate_v2;candidate_v4;current_best_6122;haoranran_6100;massimiliano_eda111;nadeem_6252;octavi_6042;octaviograu_6154,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080",14.330533,43022,afr1ste_5689_score_n3,76,reduce,reduce,"train=3;test=1;out_smaller,color_subset,color_superset,color_same,reduce",in 8-16x10-12 -> out 2-4x2-4; pal 2->2,matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,15
task326,19.924826,160,160,0,2,251,3,3,nadeem_6252,public-anchor-candidate,candidate_v2;nadeem_6252,nadeem_6252,19.924826,160,candidate_nadeem6252_plus_ours_38_score_n3,76,crop,crop,"train=3;test=1;crop,out_smaller,color_subset,color_superset,color_same",in 6-12x6-8 -> out 2-2x2-2; pal 7->7,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,0
task327,16.070962,7548,7516,32,18,1638,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6080;biohack44_6113;candidate_v2;candidate_v4;current_best_6122;massimiliano_eda111;nadeem_6252,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,massimiliano_eda111,afr1ste_5689,biohack44_6080",16.070962,7548,afr1ste_5689_score_n3,76,tiling,tiling,"train=3;test=1;tile,out_larger,color_subset,color_superset,color_same",in 3-3x3-3 -> out 6-6x6-6; pal 7->7,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,0
task328,13.884006,67238,64190,3048,121,16275,3,3,candidate_v4,lb-verified-v4-anchor,candidate_v2;candidate_v4;current_best_6122,"current_best_6122,candidate_v4",13.884006,67238,candidate_bio_t200_t084_score_n3,76,symmetry/flip/rotate,symmetry/flip/rotate,"train=4;test=1;shape_preserving,color_subset,color_superset,color_same,symmetry_candidate",in 7-13x7-13 -> out 7-13x7-13; pal 6->6,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,6
task329,15.763992,10260,10214,46,21,1652,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6080;biohack44_6113;candidate_v2;candidate_v4;current_best_6122;massimiliano_eda111;nadeem_6252,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,massimiliano_eda111,afr1ste_5689,biohack44_6080",15.763992,10260,afr1ste_5689_score_n3,76,color_remap,color_remap,"train=3;test=1;shape_preserving,color_subset,color_remap",in 3-5x3-5 -> out 3-5x3-5; pal 10->6,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,0
task330,14.014301,59024,56200,2824,21,12033,3,3,candidate_v4,lb-verified-v4-anchor,candidate_v2;candidate_v4;current_best_6122,"current_best_6122,candidate_v4",14.014301,59024,afr1ste_5689_score_n3,76,color_fill,color_fill,"train=3;test=1;shape_preserving,color_fill",in 10-10x10-10 -> out 10-10x10-10; pal 2->3,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,6
task331,18.186555,910,0,910,1,3836,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6067;biohack44_6080;biohack44_6113;biohack44_super;candidate_v2;candidate_v4;current_best_6122;haoranran_6100;massimiliano_eda111;nadeem_6252;octavi_6042;octaviograu_6154,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080",18.186555,910,afr1ste_5689_score_n3,76,other,other,"train=2;test=1;shape_preserving,color_superset",in 10-10x10-10 -> out 10-10x10-10; pal 2->6,matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,10
task332,15.952179,8500,8338,162,30,3735,3,3,candidate_v4,lb-verified-v4-anchor,candidate_v2;candidate_v4;current_best_6122,"current_best_6122,candidate_v4",15.952179,8500,candidate_bio_t200_t084_score_n3,76,other,other,"train=4;test=1;shape_preserving,color_superset",in 3-3x10-14 -> out 3-3x10-14; pal 2->3,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Defer; revisit through family-level compiler rewrites or new public evidence.,0
task333,14.947532,23213,23140,73,44,4058,3,3,v4_plus10_compiler2_unique,lb-verified-current-anchor,,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080",14.947532,23213,candidate_v4_plus10_compiler2_score_n3,76,symmetry/flip/rotate,symmetry/flip/rotate,"train=3;test=1;shape_preserving,color_subset,color_superset,color_same,symmetry_candidate",in 10-10x10-10 -> out 10-10x10-10; pal 6->6,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,2
task334,18.588182,609,572,37,9,889,3,3,candidate_v4,lb-verified-v4-anchor,candidate_v2;candidate_v4;nadeem_6252,"nadeem_6252,candidate_v4",18.588182,609,candidate_nadeem6252_plus_ours_38_score_n3,76,trim_border,trim_border;reduce,"train=7;test=2;trim_border,out_smaller,reduce",in 5-5x5-5 -> out 3-3x3-3; pal 4->2,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Defer; revisit through family-level compiler rewrites or new public evidence.,0
task335,14.258205,46249,46156,93,36,3440,3,3,nadeem_6252,public-anchor-candidate,candidate_v2;nadeem_6252,nadeem_6252,14.258205,46249,candidate_nadeem6252_plus_ours_38_score_n3,76,other,other,"train=3;test=1;shape_preserving,color_superset",in 8-12x11-12 -> out 8-12x11-12; pal 3->4,public_slowest,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Defer; revisit through family-level compiler rewrites or new public evidence.,5
task336,16.294503,6036,5900,136,54,5276,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6067;biohack44_6080;biohack44_6113;biohack44_super;candidate_v2;candidate_v4;current_best_6122;haoranran_6100;massimiliano_eda111;nadeem_6252;octavi_6042;octaviograu_6154,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080",16.294503,6036,afr1ste_5689_score_n3,76,other,other,"train=2;test=1;shape_preserving,color_superset",in 10-10x10-10 -> out 10-10x10-10; pal 2->3,matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,10
task337,22.697415,10,0,10,1,159,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6067;biohack44_6080;biohack44_6113;biohack44_super;candidate_v2;candidate_v4;current_best_6122;haoranran_6100;konbu17_v36;massimiliano_eda111;nadeem_6252;octavi_6042;octaviograu_6154,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,konbu17_v36,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080",22.697415,10,afr1ste_5689_score_n3,76,covered_or_unclassified,covered_or_unclassified,covered_by_existing_dsl_or_missing_feature_report,in 3-5x3-5 -> out 3-5x3-5; pal 9->9,matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,10
task338,14.285227,45016,43200,1816,37,8884,3,3,nadeem_6252,public-anchor-candidate,candidate_v2;nadeem_6252,nadeem_6252,14.285227,45016,candidate_nadeem6252_plus_ours_38_score_n3,76,color_fill,color_fill,"train=3;test=2;shape_preserving,color_fill",in 10-15x10-15 -> out 10-15x10-15; pal 2->2,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,5
task339,18.215543,884,776,108,13,1588,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6080;biohack44_6113;candidate_v2;candidate_v4;current_best_6122;massimiliano_eda111,"current_best_6122,candidate_v4,biohack44_6113,massimiliano_eda111,afr1ste_5689,biohack44_6080",18.215543,884,afr1ste_5689_score_n3,76,reduce,reduce,"train=4;test=1;out_smaller,color_subset,reduce",in 3-3x3-3 -> out 1-1x1-4; pal 5->4,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,0
task340,13.885435,67142,66980,162,72,6409,3,3,candidate_v4,lb-verified-v4-anchor,candidate_v2;candidate_v4;current_best_6122,"current_best_6122,candidate_v4",13.885435,67142,candidate_bio_t200_t084_score_n3,76,color_remap,color_remap,"train=3;test=1;shape_preserving,color_subset,color_remap",in 10-14x11-15 -> out 10-14x11-15; pal 8->8,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,6
task341,15.154936,18865,18576,289,101,8743,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6080;biohack44_6113;candidate_v2;candidate_v4;current_best_6122;massimiliano_eda111;nadeem_6252,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,massimiliano_eda111,afr1ste_5689,biohack44_6080",15.154936,18865,afr1ste_5689_score_n3,76,other,other,"train=3;test=1;shape_preserving,color_superset",in 10-10x10-10 -> out 10-10x10-10; pal 7->8,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Defer; revisit through family-level compiler rewrites or new public evidence.,2
